TIMESTAMP,RECORD,BattV_Min,Quantum_Avg(1),Quantum_Avg(2),Quantum_Avg(3),Quantum_Avg(4),Temp_1_Avg,Temp_2_Avg,Temp_3_Avg,Temp_4_Avg,RH_1_Avg,RH_2_Avg,RH_3_Avg,RH_4_Avg,Rain_mm_Sul_Tot,DifuseRadiation_Avg,TotalRadiation_Avg
08-12-2018 18:00,6730,12.81,9.07,1.584,1.103,-1.214,24.96,23.95,23.8,19.5,97.6,41.12,32.62,17.43,0.254,8.47,9.5
08-12-2018 18:30,6731,12.76,0.533,-0.473,-0.01,-1.49,24.87,23.84,23.67,19.4,97.6,40.64,32.26,18.02,0.0,2.152,2.74
08-12-2018 19:00,6732,12.76,-0.039,-0.617,-0.081,-1.922,24.82,23.72,23.58,19.71,98.1,40.35,32.0,15.66,0.0,2.122,2.567
08-12-2018 19:30,6733,12.72,-0.029,-0.62,-0.069,-1.795,24.86,23.63,23.48,21.09,98.5,40.45,32.09,14.66,0.0,1.642,2.463
08-12-2018 20:00,6734,12.72,-0.034,-0.651,-0.083,-1.599,24.79,23.56,23.42,21.0,98.8,41.47,32.83,15.66,0.0,2.009,2.704
08-12-2018 20:30,6735,12.69,-0.027,-0.675,-0.079,-1.662,24.71,23.46,23.34,21.01,98.8,41.92,33.32,15.55,0.0,1.465,2.415
08-12-2018 21:00,6736,12.69,-0.03,-0.667,-0.075,-1.641,24.63,23.43,23.28,21.18,98.8,41.89,33.21,16.67,0.0,1.537,2.307
08-12-2018 21:30,6737,12.65,-0.025,-0.678,-0.075,-1.5,24.68,23.37,23.23,21.16,98.8,42.09,33.35,15.77,0.0,1.382,1.931
08-12-2018 22:00,6738,12.64,-0.025,-0.672,-0.064,-1.404,24.7,23.45,23.31,21.23,98.8,42.48,33.75,16.0,0.0,1.617,2.186
08-12-2018 22:30,6739,12.63,-0.024,-0.679,-0.067,-1.319,24.68,23.45,23.36,21.24,98.8,42.37,33.64,18.71,0.254,1.693,2.558
08-12-2018 23:00,6740,12.64,-0.019,-0.708,-0.075,-1.23,24.71,23.52,23.39,21.33,98.8,42.47,33.68,14.51,0.0,1.698,2.393
08-12-2018 23:30,6741,12.61,-0.023,-0.714,-0.072,-1.168,24.7,23.57,23.45,21.27,98.8,42.8,34.06,14.78,0.0,1.699,2.371
09-12-2018 00:00,6742,12.6,-0.017,-0.723,-0.072,-0.975,24.71,23.6,23.46,21.23,98.8,43.27,34.44,15.9,0.0,1.688,2.263
09-12-2018 00:30,6743,12.59,-0.02,-0.748,-0.075,-0.978,24.65,23.6,23.45,21.18,98.8,43.28,34.32,16.63,0.0,1.686,2.436
09-12-2018 01:00,6744,12.56,-0.012,-0.705,-0.067,-0.87,24.65,23.57,23.42,21.01,98.9,43.11,34.23,17.31,0.0,1.57,2.489
09-12-2018 01:30,6745,12.57,-0.017,-0.704,-0.064,-0.851,24.6,23.54,23.4,20.96,98.9,43.03,34.18,18.26,0.0,1.958,2.719
09-12-2018 02:00,6746,12.56,-0.015,-0.702,-0.064,-0.907,24.56,23.51,23.37,21.09,98.9,42.87,34.01,18.4,0.0,1.979,2.492
09-12-2018 02:30,6747,12.56,-0.017,-0.699,-0.082,-0.931,24.44,23.33,23.21,20.93,98.9,42.84,34.09,17.74,0.0,2.266,3.363
09-12-2018 03:00,6748,12.55,-0.021,-0.709,-0.089,0.381,24.29,23.08,22.99,-8.84,98.9,42.42,33.8,15.41,0.0,1.765,2.249
09-12-2018 03:30,6749,12.56,-0.018,-0.731,-0.091,-0.123,24.25,22.88,22.78,-38.7,98.9,42.01,33.43,15.3,0.0,1.766,2.78
09-12-2018 04:00,6750,12.53,-0.013,-0.731,-0.084,-0.379,23.96,22.72,22.63,-38.22,98.8,42.17,33.61,17.55,0.0,1.892,2.576
09-12-2018 04:30,6751,12.52,-0.019,-0.722,-0.085,-0.329,23.61,22.66,22.55,-37.65,98.7,42.11,33.51,17.69,0.0,1.922,2.9
09-12-2018 05:00,6752,12.5,-0.016,-0.733,-0.089,-0.304,23.25,22.59,22.5,-39.11,98.5,42.1,33.54,15.35,0.0,1.895,2.677
09-12-2018 05:30,6753,12.52,0.019,-0.743,-0.083,-0.271,23.07,22.45,22.39,-39.0,98.4,42.11,33.54,14.44,0.0,2.046,2.816
09-12-2018 06:00,6754,12.5,6.744,0.614,0.561,-0.303,22.96,22.36,22.28,-38.95,98.4,42.41,33.79,15.14,0.0,5.404,6.15
09-12-2018 06:30,6755,12.54,29.18,4.758,2.434,-0.056,22.98,22.38,22.32,-39.07,98.4,42.35,33.74,15.1,0.0,19.22,20.52
09-12-2018 07:00,6756,12.65,66.77,9.63,4.036,0.311,23.08,22.44,22.41,-39.15,98.3,42.4,33.66,15.87,0.0,38.73,44.17
09-12-2018 07:30,6757,13.05,304.1,26.32,12.59,1.26,23.83,22.75,22.61,-39.17,98.2,43.63,34.55,17.5,0.0,87.9,193.7
09-12-2018 08:00,6758,13.7,576.2,33.34,13.25,1.932,25.14,23.63,23.44,-39.2,96.6,47.03,37.74,16.07,0.0,109.0,435.2
09-12-2018 08:30,6759,14.05,706.9,70.96,25.92,3.304,26.78,24.35,24.0,-39.27,89.5,52.02,42.12,16.65,0.0,159.0,552.5
09-12-2018 09:00,6760,14.06,476.9,126.7,22.56,4.229,26.45,24.99,24.44,-39.26,87,56.76,46.13,18.0,0.0,221.4,407.2
09-12-2018 09:30,6761,14.09,561.4,231.4,42.6,6.24,26.92,25.62,25.09,-39.18,84.4,61.72,49.92,18.59,0.0,300.4,443.6
09-12-2018 10:00,6762,13.48,1087.0,957.0,142.3,6.307,28.24,26.83,26.12,-35.01,79.15,65.5,53.0,18.66,0.0,206.0,787.9
09-12-2018 10:30,6763,13.5,983.0,465.3,71.73,10.86,28.71,27.5,26.81,-30.05,76.39,66.57,54.05,17.72,0.0,345.1,741.0
09-12-2018 11:00,6764,13.5,390.9,73.42,48.3,11.4,28.61,27.85,27.17,-27.59,74.91,66.97,54.26,15.75,0.0,294.6,841.0
09-12-2018 11:30,6765,13.49,408.0,96.6,72.46,19.28,29.27,28.62,27.78,-9.69,73.86,68.85,55.71,15.45,0.0,327.5,909.0
09-12-2018 12:00,6766,13.49,388.3,264.2,85.3,11.34,29.78,29.1,28.32,-23.05,68.66,69.18,55.96,14.94,0.0,259.2,786.0
09-12-2018 12:30,6767,13.48,607.6,116.0,73.58,13.94,29.47,29.28,28.58,-34.55,70.16,68.77,55.6,20.44,0.0,386.4,644.1
09-12-2018 13:00,6768,13.47,1008.0,443.4,395.7,13.52,29.56,28.78,27.87,-34.8,74.12,69.3,56.31,19.83,0.0,364.4,1045.0
09-12-2018 13:30,6769,13.73,440.7,83.3,80.8,14.46,28.01,27.76,27.34,-34.92,83.1,64.39,52.84,20.57,0.762,352.6,402.8
09-12-2018 14:00,6770,13.76,327.9,87.1,85.3,8.41,26.96,26.31,25.93,-36.34,86.8,62.95,50.98,22.41,0.0,240.6,271.8
09-12-2018 14:30,6771,13.82,341.6,100.3,41.54,7.08,27.12,25.72,25.35,-31.15,88.6,62.22,50.2,21.97,0.0,225.9,262.1
09-12-2018 15:00,6772,13.77,900.0,750.6,36.65,6.139,29.13,28.08,26.3,-27.66,76.8,69.72,55.44,22.9,0.0,181.9,590.6
09-12-2018 15:30,6773,13.76,698.9,247.0,67.54,7.825,30.3,30.12,27.46,-30.12,68.8,72.24,56.92,22.03,0.0,307.7,504.5
09-12-2018 16:00,6774,13.77,276.5,65.09,35.29,5.189,28.86,28.87,27.33,-29.49,74.12,68.07,54.19,21.99,0.0,208.0,228.0
09-12-2018 16:30,6775,13.76,152.1,28.85,21.07,5.054,27.18,26.66,26.21,-31.37,85.2,62.57,50.54,22.03,0.0,124.8,130.6
09-12-2018 17:00,6776,13.78,116.1,21.52,13.16,3.033,27.07,26.15,25.68,-29.74,86.2,60.39,48.43,22.93,0.0,88.1,91.4
09-12-2018 17:30,6777,13.76,69.63,12.64,8.67,2.347,26.62,25.77,25.42,-25.73,90.3,57.19,45.81,23.36,0.0,58.47,60.74
09-12-2018 18:00,6778,13.52,22.46,3.898,2.588,0.987,27.55,25.44,25.19,-26.98,94.4,52.63,42.16,22.96,0.0,21.3,22.7
09-12-2018 18:30,6779,13.25,0.937,0.054,0.048,0.284,28.24,25.05,24.91,-28.72,96.5,48.16,38.58,22.79,0.0,3.44,4.061
09-12-2018 19:00,6780,13.22,0.003,-0.11,-0.055,0.103,28.88,24.77,24.68,-38.44,99.3,44.41,35.52,22.85,0.0,1.81,2.355
09-12-2018 19:30,6781,13.19,0.005,-0.126,-0.049,-0.068,27.24,24.7,24.59,-38.3,98.5,43.3,34.6,21.94,0.0,1.915,2.414
09-12-2018 20:00,6782,13.18,0.008,-0.143,-0.054,-0.226,26.19,24.58,24.51,-17.87,97.5,43.62,34.82,22.56,0.0,1.614,2.004
09-12-2018 20:30,6783,13.18,-0.008,-0.156,-0.035,-0.069,25.91,24.58,24.44,21.96,95.8,44.7,35.73,22.99,0.0,1.464,2.391
09-12-2018 21:00,6784,13.19,-0.011,-0.169,-0.033,-0.11,25.57,24.55,24.39,22.45,95.7,44.45,35.6,23.36,0.0,1.99,2.661
09-12-2018 21:30,6785,13.15,-0.007,-0.188,-0.041,-0.116,25.37,24.43,24.29,22.79,95.5,43.92,35.14,23.49,0.0,1.364,2.41
09-12-2018 22:00,6786,13.15,-0.008,-0.206,-0.032,-0.106,25.2,24.37,24.26,23.31,95.3,43.51,34.82,23.3,0.0,1.631,2.296
09-12-2018 22:30,6787,13.15,-0.006,-0.216,-0.033,-1.0,25.05,24.34,24.2,23.21,96,42.92,34.28,25.45,0.0,1.361,2.158
09-12-2018 23:00,6788,13.14,-0.008,-0.244,-0.029,-0.253,24.98,24.28,24.17,23.17,96,42.47,33.94,23.8,0.0,1.675,2.53
09-12-2018 23:30,6789,13.12,-0.008,-0.263,-0.038,-0.188,24.89,24.25,24.12,23.12,95.8,42.71,34.17,24.73,0.0,1.813,2.507
10-12-2018 00:00,6790,13.1,0.0,-0.277,-0.034,-0.072,24.85,24.17,24.03,23.14,95.2,42.66,34.17,23.68,0.254,2.154,2.561
10-12-2018 00:30,6791,13.12,0.035,-0.275,-0.043,-0.083,24.6,23.97,23.84,23.11,96.4,44.18,35.41,22.19,3.302,1.652,2.703
10-12-2018 01:00,6792,13.1,0.039,-0.308,-0.037,-0.265,24.6,23.77,23.66,22.87,96.8,44.54,35.69,21.69,0.762,1.98,2.764
10-12-2018 01:30,6793,13.1,0.051,-0.329,-0.031,-0.423,24.44,23.65,23.55,22.68,97.1,44.48,35.64,21.75,0.0,1.532,2.429
10-12-2018 02:00,6794,13.11,0.042,-0.355,-0.024,-0.46,24.49,23.65,23.55,22.58,96.9,44.43,35.61,21.41,0.0,1.65,2.489
10-12-2018 02:30,6795,13.12,0.05,-0.373,-0.036,-0.423,24.4,23.62,23.52,22.57,97.4,44.36,35.57,21.85,0.0,1.799,2.516
10-12-2018 03:00,6796,13.1,0.051,-0.365,-0.037,-0.359,24.33,23.47,23.38,22.27,97.7,44.65,35.83,20.72,0.0,1.595,2.456
10-12-2018 03:30,6797,13.1,0.051,-0.372,-0.029,-0.367,24.22,23.43,23.31,21.84,97.9,44.8,35.93,21.65,0.0,1.501,2.055
10-12-2018 04:00,6798,13.08,0.057,-0.393,-0.016,-0.366,24.16,23.49,23.36,22.33,98,44.9,36.02,21.61,0.0,1.814,2.553
10-12-2018 04:30,6799,13.08,0.053,-0.411,-0.025,-0.367,24.17,23.52,23.42,22.39,97.8,44.66,35.82,20.7,0.0,1.709,2.355
10-12-2018 05:00,6800,13.08,0.055,-0.426,-0.026,-0.252,24.37,23.5,23.39,22.38,96,44.46,35.66,20.77,0.0,1.996,2.606
10-12-2018 05:30,6801,13.08,0.078,-0.432,-0.018,-0.186,24.27,23.41,23.3,22.3,96.2,44.3,35.53,21.38,0.0,1.833,2.474
10-12-2018 06:00,6802,13.06,5.584,0.606,0.544,0.037,24.39,23.36,23.28,22.33,95.2,44.41,35.62,22.31,0.0,4.581,5.595
10-12-2018 06:30,6803,13.19,40.23,6.599,4.287,0.761,24.26,23.44,23.31,22.36,96.3,44.61,35.79,21.59,0.0,30.59,32.5
10-12-2018 07:00,6804,14.18,128.2,22.25,10.71,2.164,24.67,23.73,23.52,22.54,95.6,44.86,35.89,21.49,0.0,90.6,99.3
10-12-2018 07:30,6805,14.44,200.6,32.87,17.59,3.634,25.25,24.17,23.85,22.65,93.6,45.43,36.11,22.09,0.0,146.7,154.9
10-12-2018 08:00,6806,14.4,264.8,45.67,29.06,6.204,25.83,24.68,24.33,22.95,91.5,47.27,37.51,23.72,0.0,201.5,214.2
10-12-2018 08:30,6807,14.39,211.1,35.35,25.68,5.564,25.84,25.0,24.53,23.17,91.1,49.65,39.6,22.88,0.0,161.8,169.4
10-12-2018 09:00,6808,13.76,494.3,167.8,44.02,9.64,26.61,25.52,24.84,22.98,89.2,54.34,43.19,21.26,0.0,295.3,380.9
10-12-2018 09:30,6809,13.78,505.6,109.9,52.08,11.01,28.04,26.35,25.62,22.95,86,60.53,48.25,23.83,0.0,373.6,409.3
10-12-2018 10:00,6810,13.78,605.3,164.7,69.76,14.48,28.44,26.95,26.19,22.13,83.3,62.98,50.34,24.32,0.0,419.5,482.0
10-12-2018 10:30,6811,13.77,653.3,116.0,81.0,18.04,29.23,27.5,26.69,21.7,80.9,65.61,52.4,26.66,0.0,503.7,531.5
10-12-2018 11:00,6812,13.77,676.3,107.6,87.8,19.2,29.05,27.98,27.16,20.9,77.34,67.2,53.65,25.08,0.0,524.4,591.6
10-12-2018 11:30,6813,13.76,456.8,61.83,65.29,13.94,29.11,27.96,27.27,2.699,76.88,66.37,53.05,25.63,0.0,351.2,374.1
10-12-2018 12:00,6814,13.77,410.0,53.92,59.19,12.24,28.97,28.09,27.39,-16.58,78.09,65.37,52.19,27.26,0.762,313.4,335.5
10-12-2018 12:30,6815,13.78,187.3,34.38,24.04,5.028,27.18,26.01,25.8,-25.16,88.1,55.1,44.45,27.64,0.508,146.6,155.7
10-12-2018 13:00,6816,13.75,600.2,127.5,107.0,16.85,27.45,26.43,25.85,-27.23,87.8,58.4,46.85,28.87,0.0,455.0,497.0
10-12-2018 13:30,6817,13.78,506.7,131.5,111.1,12.98,28.59,27.44,26.69,-25.43,80.2,64.82,51.63,29.88,0.0,396.8,439.2
10-12-2018 14:00,6818,13.76,443.6,74.79,76.71,11.93,28.18,27.17,26.58,-25.33,79.85,64.7,51.76,28.28,0.0,330.7,349.7
10-12-2018 14:30,6819,13.76,426.0,66.64,57.68,11.0,27.55,26.67,26.05,-25.59,83.9,63.78,51.0,27.31,0.0,310.7,324.2
10-12-2018 15:00,6820,13.77,313.1,63.37,44.22,8.08,27.62,26.83,26.24,-23.71,81.9,63.28,50.61,27.18,0.0,252.1,260.1
10-12-2018 15:30,6821,13.8,293.1,45.99,38.38,6.767,27.12,26.61,26.05,-23.36,87.5,62.0,49.62,27.05,0.0,227.2,235.2
10-12-2018 16:00,6822,13.77,265.1,48.69,32.83,5.339,26.99,26.5,25.98,-23.51,88,61.82,49.45,26.3,0.0,209.8,214.7
10-12-2018 16:30,6823,13.77,204.1,37.15,24.1,3.868,26.84,26.46,25.95,-25.72,87.8,61.58,49.36,25.07,0.0,152.6,164.0
10-12-2018 17:00,6824,13.75,170.0,27.96,12.99,1.372,26.8,26.18,25.74,-25.72,88.5,61.49,49.35,25.26,0.0,87.7,120.9
10-12-2018 17:30,6825,13.78,72.76,13.58,6.147,0.167,26.52,25.92,25.6,-25.65,90.1,57.99,46.56,25.21,0.0,56.62,59.79
10-12-2018 18:00,6826,13.35,21.67,3.414,1.828,-0.403,26.46,25.42,25.25,-25.21,92.2,51.6,41.42,26.7,0.0,18.49,19.17
10-12-2018 18:30,6827,13.19,0.962,0.0,0.028,-0.65,27.84,24.87,24.84,-22.52,96.3,46.86,37.6,25.91,0.0,3.068,3.947
10-12-2018 19:00,6828,13.16,0.006,-0.171,-0.054,-0.6,26.86,24.62,24.6,-32.7,96.7,44.09,35.38,26.56,0.0,1.908,2.568
10-12-2018 19:30,6829,13.08,0.007,-0.175,-0.039,-0.384,26.48,24.49,24.43,-35.53,97.2,43.08,34.53,29.59,0.0,1.623,2.038
10-12-2018 20:00,6830,13.11,0.005,-0.201,-0.029,-0.451,25.76,24.46,24.36,-38.59,97.1,42.41,33.97,27.77,0.0,1.756,2.486
10-12-2018 20:30,6831,13.11,0.003,-0.223,-0.02,-0.73,25.33,24.44,24.33,-38.72,97.1,42.08,33.71,25.87,0.0,1.711,2.152
10-12-2018 21:00,6832,13.1,0.011,-0.245,-0.024,-0.672,25.15,24.41,24.33,-38.84,97.3,41.89,33.57,25.16,0.0,1.568,2.172
10-12-2018 21:30,6833,13.08,0.014,-0.259,-0.025,-0.275,24.99,24.34,24.28,-38.68,97.4,41.85,33.54,25.31,0.0,1.797,2.337
10-12-2018 22:00,6834,13.08,0.014,-0.302,-0.022,-0.078,24.91,24.29,24.27,-32.88,97.5,41.98,33.64,24.5,0.0,1.619,2.462
10-12-2018 22:30,6835,13.07,0.013,-0.303,-0.029,-0.068,24.9,24.17,24.13,1.74,97.5,42.3,33.86,25.53,0.0,1.707,2.497
10-12-2018 23:00,6836,13.07,0.008,-0.316,-0.023,-0.096,24.84,24.12,24.05,16.54,97,42.19,33.78,26.55,0.0,1.64,2.184
10-12-2018 23:30,6837,13.07,0.001,-0.329,-0.018,-0.045,24.88,24.16,24.06,20.94,96.3,42.01,33.64,27.1,0.0,1.791,2.351
11-12-2018 00:00,6838,13.07,0.005,-0.34,-0.019,-0.042,24.94,24.14,24.04,21.12,96.1,42.01,33.66,26.58,0.0,1.462,2.126
11-12-2018 00:30,6839,13.07,0.009,-0.332,-0.013,0.056,24.8,24.08,24.0,21.16,97.1,41.93,33.59,26.56,0.0,1.636,2.261
11-12-2018 01:00,6840,13.06,0.006,-0.34,-0.013,0.087,24.82,24.1,24.0,21.49,97.3,41.96,33.6,26.37,0.0,1.492,2.147
11-12-2018 01:30,6841,13.06,0.007,-0.356,-0.012,-0.142,24.87,24.15,24.05,21.61,97.3,41.99,33.59,25.07,0.0,1.511,2.116
11-12-2018 02:00,6842,13.04,0.013,-0.375,-0.026,-0.401,24.72,24.1,24.01,21.62,97.4,41.9,33.51,25.95,0.0,2.018,2.788
11-12-2018 02:30,6843,13.03,0.013,-0.352,-0.023,-0.227,24.75,24.04,23.93,21.62,97.5,41.64,33.29,27.08,0.0,1.592,2.422
11-12-2018 03:00,6844,13.07,0.019,-0.365,-0.029,-0.006,24.66,23.98,23.92,21.59,97.5,41.6,33.28,26.41,0.0,1.906,2.494
11-12-2018 03:30,6845,13.04,0.022,-0.361,-0.036,0.097,24.5,23.86,23.79,21.56,97.7,41.4,33.1,26.09,0.0,1.634,2.522
